pokedex_number,name,generation,is_sub_legendary,is_legendary,is_mythical,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_experience,growth_rate,against_Normal,against_Fire,against_Water,against_Electric,against_Grass,against_Ice,against_Fight,against_Poison,against_Ground,against_Flying,against_Psychic,against_Bug,against_Rock,against_Ghost,against_Dragon,against_Dark,against_Steel,against_Fairy
264,Linoone,3,0,0,0,Rushing Pokémon,1,Normal,,0.5,32.5,3,Pickup,Gluttony,Quick Feet,420.0,78.0,70.0,61.0,50.0,61.0,100.0,90.0,147.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
264,Galarian Linoone,3,0,0,0,Rushing Pokémon,2,Dark,Normal,0.5,32.5,3,Pickup,Gluttony,Quick Feet,420.0,78.0,70.0,61.0,50.0,61.0,100.0,,,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
265,Wurmple,3,0,0,0,Worm Pokémon,1,Bug,,0.3,3.6,2,Shield Dust,,Run Away,195.0,45.0,45.0,35.0,20.0,30.0,20.0,255.0,56.0,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
266,Silcoon,3,0,0,0,Cocoon Pokémon,1,Bug,,0.6,10.0,1,Shed Skin,,,205.0,50.0,35.0,55.0,25.0,25.0,15.0,120.0,72.0,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
267,Beautifly,3,0,0,0,Butterfly Pokémon,2,Bug,Flying,1.0,28.4,2,Swarm,,Rivalry,395.0,60.0,70.0,50.0,100.0,50.0,65.0,45.0,178.0,Medium Fast,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
268,Cascoon,3,0,0,0,Cocoon Pokémon,1,Bug,,0.7,11.5,1,Shed Skin,,,205.0,50.0,35.0,55.0,25.0,25.0,15.0,120.0,72.0,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
269,Dustox,3,0,0,0,Poison Moth Pokémon,2,Bug,Poison,1.2,31.6,2,Shield Dust,,Compound Eyes,385.0,60.0,50.0,70.0,50.0,90.0,65.0,45.0,173.0,Medium Fast,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
270,Lotad,3,0,0,0,Water Weed Pokémon,2,Water,Grass,0.5,2.6,3,Swift Swim,Rain Dish,Own Tempo,220.0,40.0,30.0,30.0,40.0,50.0,30.0,255.0,44.0,Medium Slow,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
271,Lombre,3,0,0,0,Jolly Pokémon,2,Water,Grass,1.2,32.5,3,Swift Swim,Rain Dish,Own Tempo,340.0,60.0,50.0,50.0,60.0,70.0,50.0,120.0,119.0,Medium Slow,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
272,Ludicolo,3,0,0,0,Carefree Pokémon,2,Water,Grass,1.5,55.0,3,Swift Swim,Rain Dish,Own Tempo,480.0,80.0,70.0,70.0,90.0,100.0,70.0,45.0,216.0,Medium Slow,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
273,Seedot,3,0,0,0,Acorn Pokémon,1,Grass,,0.5,4.0,3,Chlorophyll,Early Bird,Pickpocket,220.0,40.0,40.0,50.0,30.0,30.0,30.0,255.0,44.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
274,Nuzleaf,3,0,0,0,Wily Pokémon,2,Grass,Dark,1.0,28.0,3,Chlorophyll,Early Bird,Pickpocket,340.0,70.0,70.0,40.0,60.0,40.0,60.0,120.0,119.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
275,Shiftry,3,0,0,0,Wicked Pokémon,2,Grass,Dark,1.3,59.6,3,Chlorophyll,Early Bird,Pickpocket,480.0,90.0,100.0,60.0,90.0,60.0,80.0,45.0,216.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
276,Taillow,3,0,0,0,TinySwallow Pokémon,2,Normal,Flying,0.3,2.3,2,Guts,,Scrappy,270.0,40.0,55.0,30.0,30.0,30.0,85.0,200.0,54.0,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
277,Swellow,3,0,0,0,Swallow Pokémon,2,Normal,Flying,0.7,19.8,2,Guts,,Scrappy,455.0,60.0,85.0,60.0,75.0,50.0,125.0,45.0,159.0,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
278,Wingull,3,0,0,0,Seagull Pokémon,2,Water,Flying,0.6,9.5,3,Keen Eye,Hydration,Rain Dish,270.0,40.0,30.0,30.0,55.0,30.0,85.0,190.0,54.0,Medium Fast,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
279,Pelipper,3,0,0,0,Water Bird Pokémon,2,Water,Flying,1.2,28.0,3,Keen Eye,Drizzle,Rain Dish,440.0,60.0,50.0,100.0,95.0,70.0,65.0,45.0,154.0,Medium Fast,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
280,Ralts,3,0,0,0,Feeling Pokémon,2,Psychic,Fairy,0.4,6.6,3,Synchronize,Trace,Telepathy,198.0,28.0,25.0,25.0,45.0,35.0,40.0,235.0,40.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
281,Kirlia,3,0,0,0,Emotion Pokémon,2,Psychic,Fairy,0.8,20.2,3,Synchronize,Trace,Telepathy,278.0,38.0,35.0,35.0,65.0,55.0,50.0,120.0,97.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
282,Gardevoir,3,0,0,0,Embrace Pokémon,2,Psychic,Fairy,1.6,48.4,3,Synchronize,Trace,Telepathy,518.0,68.0,65.0,65.0,125.0,115.0,80.0,45.0,233.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
282,Mega Gardevoir,3,0,0,0,Embrace Pokémon,2,Psychic,Fairy,1.6,48.4,1,Pixilate,,,618.0,68.0,85.0,65.0,165.0,135.0,100.0,45.0,278.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
283,Surskit,3,0,0,0,Pond Skater Pokémon,2,Bug,Water,0.5,1.7,2,Swift Swim,,Rain Dish,269.0,40.0,30.0,32.0,50.0,52.0,65.0,200.0,54.0,Medium Fast,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
284,Masquerain,3,0,0,0,Eyeball Pokémon,2,Bug,Flying,0.8,3.6,2,Intimidate,,Unnerve,454.0,70.0,60.0,62.0,100.0,82.0,80.0,75.0,159.0,Medium Fast,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
285,Shroomish,3,0,0,0,Mushroom Pokémon,1,Grass,,0.4,4.5,3,Effect Spore,Poison Heal,Quick Feet,295.0,60.0,40.0,60.0,40.0,60.0,35.0,255.0,59.0,Fluctuating,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
286,Breloom,3,0,0,0,Mushroom Pokémon,2,Grass,Fighting,1.2,39.2,3,Effect Spore,Poison Heal,Technician,460.0,60.0,130.0,80.0,60.0,60.0,70.0,90.0,161.0,Fluctuating,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
287,Slakoth,3,0,0,0,Slacker Pokémon,1,Normal,,0.8,24.0,1,Truant,,,280.0,60.0,60.0,60.0,35.0,35.0,30.0,255.0,56.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
288,Vigoroth,3,0,0,0,Wild Monkey Pokémon,1,Normal,,1.4,46.5,1,Vital Spirit,,,440.0,80.0,80.0,80.0,55.0,55.0,90.0,120.0,154.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
289,Slaking,3,0,0,0,Lazy Pokémon,1,Normal,,2.0,130.5,1,Truant,,,670.0,150.0,160.0,100.0,95.0,65.0,100.0,45.0,252.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
290,Nincada,3,0,0,0,Trainee Pokémon,2,Bug,Ground,0.5,5.5,2,Compound Eyes,,Run Away,266.0,31.0,45.0,90.0,30.0,30.0,40.0,255.0,53.0,Erratic,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
291,Ninjask,3,0,0,0,Ninja Pokémon,2,Bug,Flying,0.8,12.0,2,Speed Boost,,Infiltrator,456.0,61.0,90.0,45.0,50.0,50.0,160.0,120.0,160.0,Erratic,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
292,Shedinja,3,0,0,0,Shed Pokémon,2,Bug,Ghost,0.8,1.2,1,Wonder Guard,,,236.0,1.0,90.0,45.0,30.0,30.0,40.0,45.0,83.0,Erratic,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
293,Whismur,3,0,0,0,Whisper Pokémon,1,Normal,,0.6,16.3,2,Soundproof,,Rattled,240.0,64.0,51.0,23.0,51.0,23.0,28.0,190.0,48.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
294,Loudred,3,0,0,0,Big Voice Pokémon,1,Normal,,1.0,40.5,2,Soundproof,,Scrappy,360.0,84.0,71.0,43.0,71.0,43.0,48.0,120.0,126.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
295,Exploud,3,0,0,0,Loud Noise Pokémon,1,Normal,,1.5,84.0,2,Soundproof,,Scrappy,490.0,104.0,91.0,63.0,91.0,73.0,68.0,45.0,221.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
296,Makuhita,3,0,0,0,Guts Pokémon,1,Fighting,,1.0,86.4,3,Thick Fat,Guts,Sheer Force,237.0,72.0,60.0,30.0,20.0,30.0,25.0,180.0,47.0,Fluctuating,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
297,Hariyama,3,0,0,0,Arm Thrust Pokémon,1,Fighting,,2.3,253.8,3,Thick Fat,Guts,Sheer Force,474.0,144.0,120.0,60.0,40.0,60.0,50.0,200.0,166.0,Fluctuating,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
298,Azurill,3,0,0,0,Polka Dot Pokémon,2,Normal,Fairy,0.2,2.0,3,Thick Fat,Huge Power,Sap Sipper,190.0,50.0,20.0,40.0,20.0,40.0,20.0,150.0,38.0,Fast,1.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
299,Nosepass,3,0,0,0,Compass Pokémon,1,Rock,,1.0,97.0,3,Sturdy,Magnet Pull,Sand Force,375.0,30.0,45.0,135.0,45.0,90.0,30.0,255.0,75.0,Medium Fast,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
300,Skitty,3,0,0,0,Kitten Pokémon,1,Normal,,0.6,11.0,3,Cute Charm,Normalize,Wonder Skin,260.0,50.0,45.0,45.0,35.0,35.0,50.0,255.0,52.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
301,Delcatty,3,0,0,0,Prim Pokémon,1,Normal,,1.1,32.6,3,Cute Charm,Normalize,Wonder Skin,400.0,70.0,65.0,65.0,55.0,55.0,90.0,60.0,140.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
302,Sableye,3,0,0,0,Darkness Pokémon,2,Dark,Ghost,0.5,11.0,3,Keen Eye,Stall,Prankster,380.0,50.0,75.0,75.0,65.0,65.0,50.0,45.0,133.0,Medium Slow,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
302,Mega Sableye,3,0,0,0,Darkness Pokémon,2,Dark,Ghost,0.5,161.0,1,Magic Bounce,,,480.0,50.0,85.0,125.0,85.0,115.0,20.0,45.0,168.0,Medium Slow,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
303,Mawile,3,0,0,0,Deceiver Pokémon,2,Steel,Fairy,0.6,11.5,3,Hyper Cutter,Intimidate,Sheer Force,380.0,50.0,85.0,85.0,55.0,55.0,50.0,45.0,133.0,Fast,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
303,Mega Mawile,3,0,0,0,Deceiver Pokémon,2,Steel,Fairy,1.0,23.5,1,Huge Power,,,480.0,50.0,105.0,125.0,55.0,95.0,50.0,45.0,168.0,Fast,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
304,Aron,3,0,0,0,Iron Armor Pokémon,2,Steel,Rock,0.4,60.0,3,Sturdy,Rock Head,Heavy Metal,330.0,50.0,70.0,100.0,40.0,40.0,30.0,180.0,66.0,Slow,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
305,Lairon,3,0,0,0,Iron Armor Pokémon,2,Steel,Rock,0.9,120.0,3,Sturdy,Rock Head,Heavy Metal,430.0,60.0,90.0,140.0,50.0,50.0,40.0,90.0,151.0,Slow,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
306,Aggron,3,0,0,0,Iron Armor Pokémon,2,Steel,Rock,2.1,360.0,3,Sturdy,Rock Head,Heavy Metal,530.0,70.0,110.0,180.0,60.0,60.0,50.0,45.0,239.0,Slow,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
306,Mega Aggron,3,0,0,0,Iron Armor Pokémon,1,Steel,,2.2,395.0,1,Filter,,,630.0,70.0,140.0,230.0,60.0,80.0,50.0,45.0,284.0,Slow,0.5,1.5,1.0,1.0,0.5,0.5,1.5,0.0,1.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
307,Meditite,3,0,0,0,Meditate Pokémon,2,Fighting,Psychic,0.6,11.2,2,Pure Power,,Telepathy,280.0,30.0,40.0,55.0,40.0,55.0,60.0,180.0,56.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
308,Medicham,3,0,0,0,Meditate Pokémon,2,Fighting,Psychic,1.3,31.5,2,Pure Power,,Telepathy,410.0,60.0,60.0,75.0,60.0,75.0,80.0,90.0,144.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
308,Mega Medicham,3,0,0,0,Meditate Pokémon,2,Fighting,Psychic,1.3,31.5,1,Pure Power,,,510.0,60.0,100.0,85.0,80.0,85.0,100.0,90.0,179.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
309,Electrike,3,0,0,0,Lightning Pokémon,1,Electric,,0.6,15.2,3,Static,Lightning Rod,Minus,295.0,40.0,45.0,40.0,65.0,40.0,65.0,120.0,59.0,Slow,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
310,Manectric,3,0,0,0,Discharge Pokémon,1,Electric,,1.5,40.2,3,Static,Lightning Rod,Minus,475.0,70.0,75.0,60.0,105.0,60.0,105.0,45.0,166.0,Slow,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
310,Mega Manectric,3,0,0,0,Discharge Pokémon,1,Electric,,1.8,44.0,1,Intimidate,,,575.0,70.0,75.0,80.0,135.0,80.0,135.0,45.0,201.0,Slow,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
311,Plusle,3,0,0,0,Cheering Pokémon,1,Electric,,0.4,4.2,2,Plus,,Lightning Rod,405.0,60.0,50.0,40.0,85.0,75.0,95.0,200.0,142.0,Medium Fast,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
312,Minun,3,0,0,0,Cheering Pokémon,1,Electric,,0.4,4.2,2,Minus,,Volt Absorb,405.0,60.0,40.0,50.0,75.0,85.0,95.0,200.0,142.0,Medium Fast,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
313,Volbeat,3,0,0,0,Firefly Pokémon,1,Bug,,0.7,17.7,3,Illuminate,Swarm,Prankster,430.0,65.0,73.0,75.0,47.0,85.0,85.0,150.0,151.0,Erratic,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
314,Illumise,3,0,0,0,Firefly Pokémon,1,Bug,,0.6,17.7,3,Oblivious,Tinted Lens,Prankster,430.0,65.0,47.0,75.0,73.0,85.0,85.0,150.0,151.0,Fluctuating,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
315,Roselia,3,0,0,0,Thorn Pokémon,2,Grass,Poison,0.3,2.0,3,Natural Cure,Poison Point,Leaf Guard,400.0,50.0,60.0,45.0,100.0,80.0,65.0,150.0,140.0,Medium Slow,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
316,Gulpin,3,0,0,0,Stomach Pokémon,1,Poison,,0.4,10.3,3,Liquid Ooze,Sticky Hold,Gluttony,302.0,70.0,43.0,53.0,43.0,53.0,40.0,225.0,60.0,Fluctuating,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
317,Swalot,3,0,0,0,Poison Bag Pokémon,1,Poison,,1.7,80.0,3,Liquid Ooze,Sticky Hold,Gluttony,467.0,100.0,73.0,83.0,73.0,83.0,55.0,75.0,163.0,Fluctuating,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
318,Carvanha,3,0,0,0,Savage Pokémon,2,Water,Dark,0.8,20.8,2,Rough Skin,,Speed Boost,305.0,45.0,90.0,20.0,65.0,20.0,65.0,225.0,61.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
319,Sharpedo,3,0,0,0,Brutal Pokémon,2,Water,Dark,1.8,88.8,2,Rough Skin,,Speed Boost,460.0,70.0,120.0,40.0,95.0,40.0,95.0,60.0,161.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
319,Mega Sharpedo,3,0,0,0,Brutal Pokémon,2,Water,Dark,2.5,130.3,1,Strong Jaw,,,560.0,70.0,140.0,70.0,110.0,65.0,105.0,60.0,196.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
320,Wailmer,3,0,0,0,Ball Whale Pokémon,1,Water,,2.0,130.0,3,Water Veil,Oblivious,Pressure,400.0,130.0,70.0,35.0,70.0,35.0,60.0,125.0,80.0,Fluctuating,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
321,Wailord,3,0,0,0,Float Whale Pokémon,1,Water,,14.5,398.0,3,Water Veil,Oblivious,Pressure,500.0,170.0,90.0,45.0,90.0,45.0,60.0,60.0,175.0,Fluctuating,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
322,Numel,3,0,0,0,Numb Pokémon,2,Fire,Ground,0.7,24.0,3,Oblivious,Simple,Own Tempo,305.0,60.0,60.0,40.0,65.0,45.0,35.0,255.0,61.0,Medium Fast,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
323,Camerupt,3,0,0,0,Eruption Pokémon,2,Fire,Ground,1.9,220.0,3,Magma Armor,Solid Rock,Anger Point,460.0,70.0,100.0,70.0,105.0,75.0,40.0,150.0,161.0,Medium Fast,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
323,Mega Camerupt,3,0,0,0,Eruption Pokémon,2,Fire,Ground,2.5,320.5,1,Sheer Force,,,560.0,70.0,120.0,100.0,145.0,105.0,20.0,150.0,196.0,Medium Fast,1.0,0.5,3.0,0.0,1.0,1.0,1.0,0.5,1.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
324,Torkoal,3,0,0,0,Coal Pokémon,1,Fire,,0.5,80.4,3,White Smoke,Drought,Shell Armor,470.0,70.0,85.0,140.0,85.0,70.0,20.0,90.0,165.0,Medium Fast,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
325,Spoink,3,0,0,0,Bounce Pokémon,1,Psychic,,0.7,30.6,3,Thick Fat,Own Tempo,Gluttony,330.0,60.0,25.0,35.0,70.0,80.0,60.0,255.0,66.0,Fast,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
326,Grumpig,3,0,0,0,Manipulate Pokémon,1,Psychic,,0.9,71.5,3,Thick Fat,Own Tempo,Gluttony,470.0,80.0,45.0,65.0,90.0,110.0,80.0,60.0,165.0,Fast,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
327,Spinda,3,0,0,0,Spot Panda Pokémon,1,Normal,,1.1,5.0,3,Own Tempo,Tangled Feet,Contrary,360.0,60.0,60.0,60.0,60.0,60.0,60.0,255.0,126.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
328,Trapinch,3,0,0,0,Ant Pit Pokémon,1,Ground,,0.7,15.0,3,Hyper Cutter,Arena Trap,Sheer Force,290.0,45.0,100.0,45.0,45.0,45.0,10.0,255.0,58.0,Medium Slow,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
329,Vibrava,3,0,0,0,Vibration Pokémon,2,Ground,Dragon,1.1,15.3,1,Levitate,,,340.0,50.0,70.0,50.0,50.0,50.0,70.0,120.0,119.0,Medium Slow,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
330,Flygon,3,0,0,0,Mystic Pokémon,2,Ground,Dragon,2.0,82.0,1,Levitate,,,520.0,80.0,100.0,80.0,80.0,80.0,100.0,45.0,234.0,Medium Slow,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
331,Cacnea,3,0,0,0,Cactus Pokémon,1,Grass,,0.4,51.3,2,Sand Veil,,Water Absorb,335.0,50.0,85.0,40.0,85.0,40.0,35.0,190.0,67.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
332,Cacturne,3,0,0,0,Scarecrow Pokémon,2,Grass,Dark,1.3,77.4,2,Sand Veil,,Water Absorb,475.0,70.0,115.0,60.0,115.0,60.0,55.0,60.0,166.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
